id	x	y
1043	-26.427784	4.1548185
1044	22.667454	5.0677075
1045	4.710067	-1.5920845
1046	-21.822447	-34.057858
1047	-3.823395	16.639774
1048	2.5322182	2.4672134
1049	-24.493084	-36.132145
1050	7.6045165	2.298507
1051	-9.201328	-24.463055
1052	15.012101	11.647613
1053	10.370255	11.390315
1054	-32.342934	-16.543953
1055	-9.248383	-0.454075
1056	23.8025	8.971129
1057	11.683623	30.702393
1058	9.684376	23.234571
1059	-7.203799	-15.736258
1060	18.071594	2.7865012
1061	-23.832432	19.694
1062	11.540517	-2.905764
1063	-12.617317	3.6646426
1064	16.551365	-14.478901
1065	-18.851982	9.609151
1066	4.0515747	-17.358057
1067	-11.62731	-14.077587
1068	32.922638	32.795128
1069	5.112369	-8.3105755
1070	-8.424167	30.641758
1071	-23.800467	-35.3131
1072	28.002981	25.292433
1073	36.521965	21.02355
1074	-22.288027	-21.676199
1075	32.431824	3.4374406
1076	-28.392332	7.755245
1077	19.956388	24.59431
1078	-9.602242	14.2658
1079	17.908289	-10.231161
1080	15.442136	-22.783323
1081	-29.160017	-9.944929
1082	-8.906631	-10.758706
1083	4.3613605	19.19716
1084	28.07412	10.656551
1085	22.79284	-4.7484927
1086	-17.548765	23.198874
1087	15.840689	30.83374
1088	11.541211	18.236906
1089	17.414003	10.899697
1090	-20.905737	-22.572956
1091	37.08394	11.030898
1092	27.917221	-27.639595
1093	-16.33661	-24.45516
1094	18.734205	10.327168
1095	-18.738585	12.730802
1096	4.123168	-15.566062
1097	-1.8699553	6.060976
1098	28.78056	-1.8571134
1099	-26.105844	-37.534798
1100	8.360444	-16.561249
1101	27.084929	6.389224
1102	3.3431196	2.9435987
1103	-26.092741	-31.008099
1104	22.832077	-4.6685166
1105	30.578173	12.653576
1106	16.05929	16.22024
1107	6.258928	5.891211
1108	14.122574	26.21178
1109	-27.267384	-22.232548
1110	7.6721277	-31.97516
1111	3.2911544	12.914374
1112	6.00511	-22.598738
1113	1.0768496	-5.9775586
1114	6.3467317	25.567533
1115	-17.126781	-0.27562553
1116	8.155376	11.980218
1117	-15.252714	11.304726
1118	9.4754505	15.079263
1119	-8.91442	-2.99832
1120	-17.845465	-14.510375
1121	-4.3813543	43.18981
1122	2.5936408	-1.2872845
1123	15.816148	0.059129607
1124	16.377611	3.4151988
1125	-25.990911	-16.1212
1126	-19.549551	16.856369
1127	18.026821	-2.4617414
1128	0.82924193	5.0943666
1129	-13.047601	-21.667389
1130	8.019402	-22.328821
1131	-11.900699	-19.475529
1132	-6.617044	-5.510039
1133	20.49908	-11.728289
1134	21.230553	42.53614
1135	0.2064756	-25.176876
1136	37.619137	2.6641774
1137	-21.277267	-16.688261
1138	24.949724	-20.843452
1139	23.210703	-17.850643
1140	3.4783602	-6.321222
1141	-13.868727	25.46435
1142	-8.255039	26.55542
1143	-14.648086	1.4981675
1144	23.506687	-22.505043
1145	34.411396	13.33899
1146	4.172264	20.6871
1147	10.895438	17.054943
1148	27.426563	26.70169
1149	14.508811	-26.457205
1150	-16.606384	28.549276
1151	-3.5062623	14.220457
1152	-16.225874	35.62649
1153	13.371057	-5.6222763
1154	-28.265396	-16.273611
1155	-21.024477	-7.4347377
1156	3.6338768	-37.57691
1157	-13.229669	-33.02627
1158	-16.527962	8.294494
1159	-1.7025921	3.4315262
1160	27.475582	10.671593
1161	-38.42282	-17.658192
1162	-21.654633	-31.53958
1163	15.13501	-2.1138146
1164	15.179955	6.512366
1165	0.39707798	19.696241
1166	-11.307211	-7.2402835
1167	11.417001	6.5103984
1168	-0.029779155	9.459673
1169	3.9626193	-27.333311
1170	-13.469202	20.515182
1171	-26.377125	21.119997
1172	27.881344	-6.6473813
1173	-12.292385	-20.524792
1174	-6.7346773	21.989588
1175	10.770699	17.239424
1176	21.230995	42.537247
1177	-41.061962	7.1104603
1178	8.746578	-8.383521
1179	-28.039743	-13.286256
1180	38.809124	-7.3144555
1181	26.87513	2.83899
1182	-2.5152042	11.926781
1183	19.633007	-6.0768695
1184	-20.386076	-1.3983587
1185	-7.7135696	25.877144
1186	-7.1716223	-34.525227
1187	5.8610578	-17.649353
1188	10.579096	8.436393
1189	9.724588	-0.80003387
1190	12.427612	24.684582
1191	-20.68212	-23.968313
1192	-23.066797	-23.139727
1193	-16.995905	22.27326
1194	-25.663641	15.109234
1195	-8.548137	-8.787586
1196	4.425022	1.1661689
1197	12.007274	28.585178
1198	1.9559946	-3.1403995
1199	13.944005	38.937122
1200	-24.002522	-34.136494
1201	-0.70201856	-15.373337
1202	-1.4674621	14.157277
1203	8.579098	10.540017
1204	-24.566023	-38.66399
1205	-21.137989	-11.746857
1206	23.409437	-13.6668415
1207	28.921522	-8.972747
1208	-3.4082942	9.182755
1209	-35.366894	-36.211086
1210	15.135296	-24.373196
1211	-1.2745907	16.087257
1212	30.094038	1.307787
1213	-11.859583	36.846508
1214	-9.235047	12.589936
1215	-30.52528	-18.17551
1216	0.9099512	-0.9099922
1217	-31.153032	11.4796095
